"",Name,Artist,Album,Popularity,Lyrics,Sentiment
123,Look On Down From The Bridge,Mazzy Star,Among My Swan,61,"35 contributorslook on down from the bridg lyricslook on down from the bridg there 's still fountain down there look on down from the bridg it 's still rain , up here everybodi seem so far away fr...",Feeling : Positive
73,La Vie en rose,Édith Piaf,Edith Piaf - The Best Of,62,35 contributorstranslationsenglishla vie en rose lyric [ couplet 1 ] de yeux qui font baisser le mien un rire qui se perd sur sa bouch voilà le portrait san retouch de l'homm auquel j'appartien [ ...,Feeling : Négative
657,Forget Me,Lewis Capaldi,Forget Me,84,"35 contributorstranslationsportuguêsforget me lyric [ vers 1 ] day ach and night are long two year and still , you 're not gone guess i 'm still hold on drag my name through the dirt somehow it do...",Feeling : Négative
571,Forget Me,Lewis Capaldi,Forget Me,84,"35 contributorstranslationsportuguêsforget me lyric [ vers 1 ] day ach and night are long two year and still , you 're not gone guess i 'm still hold on drag my name through the dirt somehow it do...",Feeling : Négative
798,King,Years & Years,Communion (Deluxe),63,"37 contributorsk lyric [ vers 1 ] i caught you watch me under the light can i realign ? they say it ’ s easi to leav you behind i don ’ t wan na tri [ pre-choru ] cut cover , take that test hold c...",Feeling : Positive
221,Tattoo,Loreen,Tattoo,91,"37 contributorstranslationsfrançaisрусскийсрпскиtattoo lyric [ vers 1 ] i do n't wan na go but babi , we both know thi is not our time it 's time to say goodby until we meet again 'caus thi is not...",Feeling : Négative
174,Tattoo,Loreen,Tattoo,91,"37 contributorstranslationsfrançaisрусскийсрпскиtattoo lyric [ vers 1 ] i do n't wan na go but babi , we both know thi is not our time it 's time to say goodby until we meet again 'caus thi is not...",Feeling : Négative
522,Tattoo,Loreen,Tattoo,91,"37 contributorstranslationsfrançaisрусскийсрпскиtattoo lyric [ vers 1 ] i do n't wan na go but babi , we both know thi is not our time it 's time to say goodby until we meet again 'caus thi is not...",Feeling : Négative
415,Tattoo,Loreen,Tattoo,91,"37 contributorstranslationsfrançaisрусскийсрпскиtattoo lyric [ vers 1 ] i do n't wan na go but babi , we both know thi is not our time it 's time to say goodby until we meet again 'caus thi is not...",Feeling : Négative
600,Players,Coi Leray,Players,92,"37 contributorstranslationstürkçeplay lyric [ choru ] yeah , 'caus girl is player too uh , yeah , yeah , 'caus girl is player too ( keep it player , babi ) 'caus girl is player too bitch gettin ' ...",Feeling : Positive
340,Players,Coi Leray,Players,92,"37 contributorstranslationstürkçeplay lyric [ choru ] yeah , 'caus girl is player too uh , yeah , yeah , 'caus girl is player too ( keep it player , babi ) 'caus girl is player too bitch gettin ' ...",Feeling : Positive
446,Players,Coi Leray,Players,59,"37 contributorstranslationstürkçeplay lyric [ choru ] yeah , 'caus girl is player too uh , yeah , yeah , 'caus girl is player too ( keep it player , babi ) 'caus girl is player too bitch gettin ' ...",Feeling : Positive
723,Wings,Birdy,Wings,51,37 contributorsw lyric [ vers 1 ] sunlight come creepin ' in illumin our skin we watch the day go by stori of all we did it made me think of you it made me think of you [ vers 2 ] under a trillion...,Feeling : Négative
44,Wonderful Tonight,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),0,"37 contributorswond tonight lyric [ vers 1 ] it 's late in the even , she 's wonder what cloth to wear she put on her make-up and brush her long blond hair and then she ask me , `` do i look all r...",Feeling : Positive
1,A Whiter Shade Of Pale,Procol Harum,A Whiter Shade Of Pale,0,38 contributorsa whiter shade of pale lyric [ intro ] [ vers 1 ] we skip the light fandango turn cartwheel 'cross the floor i wa feel kinda seasick but the crowd call out for more the room wa hum ...,Feeling : Positive
110,How Bizarre,OMC,How Bizarre (Deluxe),67,"38 contributorshow bizarr lyric [ vers 1 ] brother pele 's in the back , sweet sina 's in the front cruis down the freeway in the hot , hot sun suddenli red-blu light flash us from behind loud voi...",Feeling : Positive
15,I Heard It Through The Grapevine,Marvin Gaye,I Heard It Through The Grapevine / In The Groove (Stereo),1,"38 contributorsi heard it through the grapevin lyric [ vers 1 ] ooh-ooh , i bet you 're wonder how i knew 'bout your plan to make me blue with some other guy you knew befor between the two of us g...",Feeling : Positive
60,Just Like a Woman,Bob Dylan,Blonde On Blonde,53,38 contributorsjust like a woman lyric [ vers 1 ] nobodi feel ani pain tonight as i stand insid the rain everybodi know that babi 's got new cloth but late i see her ribbon and her bow have fallen...,Feeling : Positive
676,Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,3,39 contributorstranslationsdeutschfing cross lyric [ vers 1 ] introduc me to your famili watch my favorit show on your tv made me breakfast in the mornin ' when you got home from work [ vers 2 ] m...,Feeling : Positive
483,Bebe Dame,Fuerza Regida,Bebe Dame,88,4 contributorsbeb dame lyric [ letra de “ bebe dame ” ] tengo tiempo pensando en lo do si podemo arreglar la situación lo nuestro es una guerra en el amor defiendo lo que me pide el corazón quiero...,Feeling : Négative
481,Chanel,Becky G,Chanel,91,"4 contributorschanel lyric [ letra de `` chanel '' ] [ intro : peso pluma ] ténganm paciencia , ¿okey ? [ verso 1 : peso pluma & becki g. ] me muero por ver tu ojo al volver tu piel recorr , famos...",Feeling : Négative
714,Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,Cheerleader (Felix Jaehn Remix Radio Edit),59,4 contributorscheerlead ( felix jaehn remix radio edit ) lyricswhen i need motiv my one solut is my queen 'caus she ' stay strong yeah yeah she is alway in my corner right there when i want her al...,Feeling : Positive
382,Dance Around It,Joel Corry,Dance Around It,67,"4 contributorsd around it lyric [ vers 1 ] everybodi 's got problem i got a way you can solv it , babi and it 's pretti straight forward keep it movin ' till it 's sort , babi we all need a littl ...",Feeling : Positive
597,Dance Around It,Joel Corry,Dance Around It,67,"4 contributorsd around it lyric [ vers 1 ] everybodi 's got problem i got a way you can solv it , babi and it 's pretti straight forward keep it movin ' till it 's sort , babi we all need a littl ...",Feeling : Positive
542,Dancing is Healing,Rudimental,Dancing is Healing,72,"4 contributorsdanc is heal lyric [ vers ] do n't mind , do n't mind if you cri on my shoulder rememb , rememb the thing that i told ya [ pre-choru ] darlin ' , do n't you cri , you gon ' be alrigh...",Feeling : Positive
358,Dancing is Healing,Rudimental,Dancing is Healing,72,"4 contributorsdanc is heal lyric [ vers ] do n't mind , do n't mind if you cri on my shoulder rememb , rememb the thing that i told ya [ pre-choru ] darlin ' , do n't you cri , you gon ' be alrigh...",Feeling : Positive
329,Gold,Dierks Bentley,Gravel & Gold,64,4 contributorsgold lyric [ vers 1 ] it ai n't easi nobodi said it would be you final find that greener grass but you 're still in the weed ai n't it crazi all the time that you spend drivin ' thro...,Feeling : Positive
613,Heart of Steel - Eurovision Version,TVORCHI,Heart of Steel (Eurovision Version),75,4 contributorsheart of steel ( eurovis version ) lyric [ vers 1 ] sometim got ta let it go sometim got ta look away sometim you just got ta know when to stick your middl finger up in the air i can...,Feeling : Négative
418,How You Samba,Kris Kross Amsterdam,How You Samba,53,4 contributorshow you samba lyric [ vers 1 : sofía rey ] i 've been look for somebodi to love somebodi to love hot night danc 'til the sweat drippin ' off the sweat drippin ' off [ pre-choru : sof...,Feeling : Positive
377,I'll Be Lovin' You,Miranda Lambert,Palomino,73,"4 contributorsi ’ ll be lovin ’ you lyric [ vers 1 ] everi highway , everi stranger that i met well , i went my way , but i never realli left and when i ’ m lone and i ’ m need someth new when i ’...",Feeling : Positive
495,Memory Lane,Old Dominion,Memory Lane,79,4 contributorsmemori lane lyric [ vers 1 ] if i could buy a hous on memori lane i 'd put my money down and i 'd sign my name on that littl corner lot where it do n't ever rain and we 'd stay good ...,Feeling : Positive
407,Memory Lane,Old Dominion,Memory Lane,79,4 contributorsmemori lane lyric [ vers 1 ] if i could buy a hous on memori lane i 'd put my money down and i 'd sign my name on that littl corner lot where it do n't ever rain and we 'd stay good ...,Feeling : Positive
58,Oye Como Va,Santana,Abraxas,69,"4 contributorsoy como va lyric [ intro : dora & boot ] miren , es carlo santana he 's an awesom guitar player wow , que [ ? ] [ pre-vers : dora & boot ] vamo la fiesta come on [ refrain : dora & b...",Feeling : Positive
149,Sexy Eyes,Whigfield,Whigfield 1,53,4 contributorssexi eye lyricsooh ooh aah aah sexi eye i 'm gon na take you to paradis hey hey my my ca n't you see you were born to danc with me ooh ooh aah aah sexi eye you know i 'm neva gon na ...,Feeling : Positive
355,Stars Like Confetti,Dustin Lynch,Blue In The Sky,75,"4 contributorsstar like confetti lyric [ vers 1 ] there we were in the back of that old z-71 the road wa dirt a coupl kid waitin ' on the sun cherri red babi , i still recal the tast we were a few...",Feeling : Positive
231,TABU.,Yung Yury,TABU.,82,"4 contributorstabu . lyric [ songtext zu „ tabu. “ ] [ intro ] ( heheh , damn , yuri ) [ hook : yung yuri ] und babi , wenn nur du mein lieb willst , dann bleibt mein herz für ander tabu wollt fli...",Feeling : Négative
61,Bad Moon Rising,Creedence Clearwater Revival,Green River (40th Anniversary Edition),0,"40 contributorsbad moon rise lyric [ vers 1 ] i see the bad moon aris i see troubl on the way i see earthquak and lightnin ' i see bad time today [ choru ] do n't go around tonight well , it 's bo...",Feeling : Négative
70,Knockin' On Heaven's Door,Bob Dylan,Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture),76,"40 contributorsknockin ’ on heaven ’ s door lyric [ intro ] ooh , ooh ooh , ooh [ vers 1 ] mama , take thi badg off of me i can ’ t use it anymor it ’ s get dark , too dark to see i feel i ’ m kno...",Feeling : Positive
553,Boy's a Liar,PinkPantheress,Boy's a liar,81,"40 contributorstranslationsespañolboy ’ s a liar lyric [ vers 1 ] take a look insid your heart , is there ani room for me ? i wo n't have to hold my breath till you get down on one knee becaus you...",Feeling : Positive
107,Born Slippy (Nuxx),Underworld,1992 - 2012,67,"40 contributorstranslationsespañoldeutschborn slippi ( nuxx ) lyric [ hook ] drive boy , dog boy , dirti , numb angel boy in the doorway boy , she wa a lipstick boy she wa a beauti boy and tear bo...",Feeling : Positive
672,The Motto,Tiësto,The Motto,83,"40 contributorstranslationspolskith motto lyric [ vers 1 : ava max ] that 's the motto ( mhm ) throw it back with no chaser , with no troubl ( mhm ) poppin ' that moët , babi , let 's make some bu...",Feeling : Positive
31,Unchained Melody,The Righteous Brothers,The Very Best Of The Righteous Brothers - Unchained Melody,0,"40 contributorsunchain melodi lyric [ vers 1 ] woah , my love , my darl i 've hunger for your touch a long , lone time and time goe by so slowli and time can do so much are you still mine ? i need...",Feeling : Positive
767,Bills,LunchMoney Lewis,Bills - EP,48,"41 contributorsbil lyric [ choru ] i got bill i got ta pay so i 'm gon ' work , work , work everi day i got mouth i got ta feed so i 'm gon ' make sure everybodi eat i got bill [ vers 1 ] all thes...",Feeling : Négative
776,Bloodstream,Ed Sheeran,x (Deluxe Edition),68,41 contributorsbloodstream lyric [ intro ] na-na-na-na mmm [ vers 1 ] i 've been spinnin ' now for time coupl women by my side i got sinnin ' on my mind sippin ' on red wine i 've been sittin ' he...,Feeling : Positive
785,Firestone,Kygo,Firestone,0,"41 contributorsfireston lyric [ vers 1 : conrad sewel ] i 'm a flame , you 're a fire i 'm the dark in need of light when we touch , you inspir feel it changin ' me tonight take me up , take me hi...",Feeling : Positive
692,love nwantiti (ah ah ah),CKay,CKay The First,82,"41 contributorstranslationsdeutschenglish​lov nwantiti ( ah ah ah ) lyric [ intro ] ( tu-tu-tu , tu-tu-tu-tu-tu ) ( tu-tu-tu-tu , tu-tu-tu-tu-tu ) yeah [ vers 1 ] my babi , my valentin , yeah girl...",Feeling : Positive
84,Lovefool,The Cardigans,First Band On The Moon (Remastered),79,"41 contributorstranslationsespañoltürkçelovefool lyric [ vers 1 ] dear , i fear we 're face a problem you love me no longer , i know and mayb there is noth that i can do to make you do mama tell m...",Feeling : Positive
579,LosT,Bring Me The Horizon,LosT,81,"41 contributorstranslationsportuguêslost lyric [ vers 1 ] watch evangelion with a big fat slug of ketamin i lost the plot a littl while ago , oh-oh my dog just die , my friend hate me i saw myself...",Feeling : Négative
409,LosT,Bring Me The Horizon,LosT,81,"41 contributorstranslationsportuguêslost lyric [ vers 1 ] watch evangelion with a big fat slug of ketamin i lost the plot a littl while ago , oh-oh my dog just die , my friend hate me i saw myself...",Feeling : Négative
75,Happy Together,The Turtles,Happy Together,77,"42 contributorshappi togeth lyric [ intro ] [ vers 1 ] imagin me and you , i do i think about you day and night , it 's onli right to think about the girl you love and hold her tight so happi toge...",Feeling : Neutral
502,PAINTING PICTURES,Superstar Pride,PAINTING PICTURES,9,"42 contributorspaint pictur lyric [ intro ] mm-mm-mm ( globalknockz got the recip ) ayi , just think 'bout the way you make me feel it 's so , it 's so real [ choru ] 2 am , the night still young ...",Feeling : Négative
470,SLUT ME OUT,NLE Choppa,SLUT ME OUT,50,"42 contributorsslut me out lyric [ intro ] yeah , etb whi you be weird to me ? [ pre-choru ] ayi , rip off my shirt if you love me ( love me ) spit in my face when you fuck me ( fuck me ) play wit...",Feeling : Négative
488,Low Down,Lil Baby,My Turn (Deluxe),48,"42 contributorstranslationsportuguêslow down lyric [ intro ] ( cook that shit up , quay ) [ vers 1 ] go to lunch in the jewish commun ( yeah ) i would n't tell on the bro with immun ( nah ) playin...",Feeling : Négative
40,For What It's Worth,Buffalo Springfield,Buffalo Springfield,80,43 contributorsfor what it ’ s worth lyric [ vers 1 ] there 's someth happen here but what it is ai n't exactli clear there 's a man with a gun over there a-tel me i got to bewar [ choru ] i think...,Feeling : Négative
628,Seventeen Going Under,Sam Fender,Seventeen Going Under,34,"43 contributorsseventeen go under lyric [ vers 1 ] i rememb the sick wa forev i rememb snuff video cold septemb , the distanc we cover the fist fight on the beach the bizzi round us up do it all a...",Feeling : Négative
614,Made You Look,Meghan Trainor,Takin' It Back,89,43 contributorstranslationsdeutschmad you look lyric [ choru ] i could have my gucci on i could wear my loui vuitton but even with nothin ' on bet i made you look ( i made you look ) [ vers 1 ] i ...,Feeling : Positive
399,Made You Look,Meghan Trainor,Takin' It Back,89,43 contributorstranslationsdeutschmad you look lyric [ choru ] i could have my gucci on i could wear my loui vuitton but even with nothin ' on bet i made you look ( i made you look ) [ vers 1 ] i ...,Feeling : Positive
71,Suspicious Minds,Elvis Presley,From Elvis in Memphis,76,"43 contributorstranslationsportuguêssuspici mind lyric [ vers 1 ] we 're caught in a trap , i ca n't walk out becaus i love you too much , babi whi ca n't you see what you 're doin ' to me when yo...",Feeling : Positive
791,Want to Want Me,Jason Derulo,Want to Want Me,44,"43 contributorsw to want me lyric [ intro ] derulo [ vers 1 ] it 's too hard to sleep i got the sheet on the floor , noth on me and i ca n't take it no more , it 's a hundr degre i got one foot ou...",Feeling : Positive
751,Peanut Butter Jelly,Galantis,Peanut Butter Jelly,48,"44 contributorspeanut butter jelli lyric [ vers ] sleepless night at the chateau visual it , i 'll give you someth to do kush kush , wherev we go visual it , i 'll give you someth to do to get a w...",Feeling : Positive
80,Always Be My Baby,Mariah Carey,Daydream,75,45 contributorsalway be my babi lyric [ intro ] oh ah ah yeah yeah do do doop dum do do doop do doop da dum do do doop dum do do doop do doop da dum do do doop do do do do do doop do doop da dum d...,Feeling : Positive
265,The Real Slim Shady,Eminem,The Marshall Mathers LP,89,"459 contributorstranslationsespañolportuguêspolskiitalianodeutschfrançaisth real slim shadi lyric [ intro ] may i have your attent , pleas ? may i have your attent , pleas ? will the real slim sha...",Feeling : Négative
63,Born To Be Wild,Steppenwolf,Steppenwolf,75,"46 contributorsborn to be wild lyric [ vers 1 ] get your motor runnin ' head out on the highway look for adventur in whatev come our way [ choru ] yeah , darlin ' , go and make it happen take the ...",Feeling : Positive
98,Doin' Time,Sublime,Sublime,70,"46 contributorsdoin ’ time lyric [ choru ] summertim , and the livin 's easi bradley 's on the microphon with ra m.g.​ all peopl in the danc will agre that we 're well qualifi to repres the l.b.c....",Feeling : Positive
22,One,U2,Achtung Baby,0,"46 contributorson lyric [ vers 1 ] is it get better or do you feel the same ? will it make it easier on you now you got someon to blame ? [ choru ] you say one love , one life when it 's one need ...",Feeling : Positive
742,Stole the Show,Kygo,Cloud Nine,77,"46 contributorsstol the show lyric [ vers 1 : parson jame ] darl , darl , oh , turn the light back on now we 're watch , watch as the credit all roll down and cri , cri , you know we 're play to a...",Feeling : Positive
764,Heroes (we could be),Alesso,Heroes (we could be),54,"47 contributorshero ( we could be ) lyric [ vers 1 : tove lo ] we could hide away in daylight we go undercov , wait out the sun got a secret side in plain sight where the street are empti , that ’...",Feeling : Positive
25,Ring of Fire,Johnny Cash,The Essential Johnny Cash,60,"47 contributorsr of fire lyric [ vers 1 ] love is a burn thing and it make a fieri ring bound by wild desir i fell into a ring of fire [ choru ] i fell into a burn ring of fire i went down , down ...",Feeling : Négative
131,Guess Who's Back,Rakim,The 18th Letter / The Book Of Life,59,"48 contributorsguess who ’ s back lyric [ intro ] yeah , yeah `` onc again , back is the incred '' [ vers 1 ] it 's the return of the wild style fashionist smashin ' hit , make it hard to adapt to...",Feeling : Positive
23,Light My Fire,The Doors,The Doors,72,"49 contributorslight my fire lyric [ intro ] [ vers 1 ] you know that it would be untru you know that i would be a liar if i wa to say to you girl , we could n't get much higher [ choru ] come on ...",Feeling : Négative
740,On My Mind,Ellie Goulding,Delirium (Deluxe),67,"49 contributorstranslationsitalianoportuguêsenglishon my mind lyric [ intro ] oh , oh uh-oh-oh-oh eh [ vers 1 ] it 's a littl blurri how the whole thing start i do n't even realli know what you in...",Feeling : Positive
659,BMW,Bad Boy Chiller Crew,BMW,58,5 contributorsbmw lyric [ intro ] yo she a diva not a keeper yo tell her come jump in the beemer no i do n't want to fight for no reason yo i gon na lie girl i feel ya yo she made me go so crazi y...,Feeling : Négative
129,Born Slippy (Nuxx) - Radio Edit,Underworld,Born Slippy (Nuxx) [Radio Edit],60,"5 contributorsborn slippi ( nuxx ) [ radio edit ] lyricsdr boy , dog boy , dirti numb angel boy in the doorway boy , she wa a lipstick boy she wa a beauti boy and tear boy and all in your inner sp...",Feeling : Positive
607,Fast Car,Luke Combs,Gettin' Old,89,"5 contributorsfast car lyric [ vers 1 ] you got a fast car and i want a ticket to anywher mayb we make a deal mayb togeth we can get somewher ani place is better startin ' from zero , got nothin '...",Feeling : Positive
436,Fast Car,Luke Combs,Gettin' Old,89,"5 contributorsfast car lyric [ vers 1 ] you got a fast car and i want a ticket to anywher mayb we make a deal mayb togeth we can get somewher ani place is better startin ' from zero , got nothin '...",Feeling : Positive
332,Fast Car,Luke Combs,Gettin' Old,89,"5 contributorsfast car lyric [ vers 1 ] you got a fast car and i want a ticket to anywher mayb we make a deal mayb togeth we can get somewher ani place is better startin ' from zero , got nothin '...",Feeling : Positive
148,Hush,Kula Shaker,Kollected - The Best Of Kula Shaker,54,"5 contributorshush lyricson , two , three , hah ! na na na na na na na na naaa na na na na na na na na naaa well i got a silli littl girl , she 's on my mind look at her , she look so fine she 's ...",Feeling : Positive
155,Insomnia - Radio Edit,Faithless,90s 100 Hits,52,"5 contributorsinsomnia - origin mix radio edit lyricsi ca n't get no sleep i ca n't get no sleep i need to sleep , i ca n't get no sleep ( i need to sleep ) deep in the bosom of the gentl night is...",Feeling : Positive
256,La Fiesta,Pedro Capó,La Neta,74,"5 contributorsla fiesta lyric [ letra de `` la fiesta '' ] bebí , fumé , me enamoré metí la pata , metí el pie me di do palo , medité me di el abrazo y el café me dio un dolor de no sé qué busqu l...",Feeling : Négative
327,Need A Favor,Jelly Roll,Need A Favor,77,"5 contributorsne a favor lyric [ choru ] i onli talk to god when i need a favor and i onli pray when i ain't got a prayer so who the hell am i , who the hell am i to expect a savior , oh if i onli...",Feeling : Positive
487,Need A Favor,Jelly Roll,Need A Favor,77,"5 contributorsne a favor lyric [ choru ] i onli talk to god when i need a favor and i onli pray when i ain't got a prayer so who the hell am i , who the hell am i to expect a savior , oh if i onli...",Feeling : Positive
341,Never Be Mine,Rosa Linn,Never Be Mine,59,5 contributorsnev be mine lyric [ vers 1 ] thi world is spinnin ' so fast my world is spinnin ' so slowli i 'm holdin ' on to the past i 'm live deep in the lone i let myself slip away i let the m...,Feeling : Négative
335,Out Of That Truck,Carrie Underwood,Out Of That Truck,73,"5 contributorsout of that truck lyric [ vers 1 ] yeah , i bet that shotgun headrest still smell like my shampoo that mess up tape deck 's still stuck playin ' that mix i made for you yeah , that '...",Feeling : Positive
421,Outskirts,Sam Hunt,Outskirts,73,"5 contributorsoutskirt lyric [ vers 1 ] there 's so much goin ' on in thi town to keep me busi , i 've been runnin ' around up and down all these avenu doin ' everyth but thinkin ' 'bout you as lo...",Feeling : Positive
616,Rhyme Dust,MK,Rhyme Dust,78,5 contributorsrhym dust lyric [ intro ] right here right where ? right here right where ? right here right where ? right here right where ? right here right where ? right here right where ? right ...,Feeling : Positive
510,Sunrise,Morgan Wallen,One Thing At A Time,81,"5 contributorssunris lyric [ vers 1 ] on my friday when it 's whiskey , i go back to cinci that ohio night you trick me into buyin ' all your shot got your ghost up in my chevi , shotgun lookin ' ...",Feeling : Positive
193,Acróstico,Shakira,Acróstico,87,5 contributorstranslationsenglishportuguêsacróstico lyric [ letra de `` acróstico '' ] [ verso 1 ] me enseñast que el amor no es una estafa y que cuando es real no se acaba intenté que no me vea l...,Feeling : Négative
254,Future Lover,Brunette,Future Lover,73,"5 contributorstranslationsfrançaisfutur lover lyric [ vers 1 ] i just wan na make art , read book and just find someon who like me 'nough to kiss my face i wan na explor with him and visit old boo...",Feeling : Positive
128,We Gonna Take U Back (Lude) / Don't Leave Me,Blackstreet,Another Level,60,"5 contributorsw gon na take u back ( lude ) / don ’ t leav me lyric [ intro ] what we 're gon na do right here is go back way back back into time no , babi , no , babi , no , babi no , no , no if ...",Feeling : Négative
533,Chemical,Post Malone,Chemical,90,"50 contributorstranslationsespañolportuguêsfrançaisitalianotürkçechem lyric [ vers 1 ] oxytocin makin ' it all okay when i come back down , it doe n't feel the same now , i 'm sittin ' 'round , wa...",Feeling : Négative
326,Chemical,Post Malone,Chemical,90,"50 contributorstranslationsespañolportuguêsfrançaisitalianotürkçechem lyric [ vers 1 ] oxytocin makin ' it all okay when i come back down , it doe n't feel the same now , i 'm sittin ' 'round , wa...",Feeling : Négative
447,Chemical,Post Malone,Chemical,77,"50 contributorstranslationsespañolportuguêsfrançaisitalianotürkçechem lyric [ vers 1 ] oxytocin makin ' it all okay when i come back down , it doe n't feel the same now , i 'm sittin ' 'round , wa...",Feeling : Négative
460,Snooze,SZA,SOS,58,"50 contributorstranslationsespañolportuguêsitalianoрусскийsnooz lyric [ intro ] ooh i think i know [ vers 1 ] i 'll touch that fire for you i do that three , four time again , i testifi for you i ...",Feeling : Positive
506,In Ha Mood,Ice Spice,In Ha Mood,52,"50 contributorstranslationsespañol​in ha mood lyric [ intro ] where were you last week , when you stop come by ? stop playin ' with 'em , riot [ choru ] like , damn , she in her mood ( grrah ) lik...",Feeling : Négative
204,Starboy,The Weeknd,Starboy,93,"507 contributorstranslationstürkçeespañolрусскийportuguêsfrançaisitalianodeutschstarboy lyric [ intro ] ayi [ vers 1 ] i 'm tryna put you in the worst mood , ah p1 cleaner than your church shoe , ...",Feeling : Négative
454,I'm Good (Blue),David Guetta,I'm Good (Blue),66,"51 contributorstranslationsportuguêsespañoltürkçei ’ m good ( blue ) lyric [ choru ] i 'm good , yeah , i 'm feelin ' alright babi , i'ma have the best fuckin ' night of my life and wherev it take...",Feeling : Positive
191,I'm Good (Blue),David Guetta,I'm Good (Blue),94,"51 contributorstranslationsportuguêsespañoltürkçei ’ m good ( blue ) lyric [ choru ] i 'm good , yeah , i 'm feelin ' alright babi , i'ma have the best fuckin ' night of my life and wherev it take...",Feeling : Positive
573,I'm Good (Blue),David Guetta,I'm Good (Blue),94,"51 contributorstranslationsportuguêsespañoltürkçei ’ m good ( blue ) lyric [ choru ] i 'm good , yeah , i 'm feelin ' alright babi , i'ma have the best fuckin ' night of my life and wherev it take...",Feeling : Positive
408,I'm Good (Blue),David Guetta,I'm Good (Blue),94,"51 contributorstranslationsportuguêsespañoltürkçei ’ m good ( blue ) lyric [ choru ] i 'm good , yeah , i 'm feelin ' alright babi , i'ma have the best fuckin ' night of my life and wherev it take...",Feeling : Positive
643,I'm Good (Blue),David Guetta,I'm Good (Blue),66,"51 contributorstranslationsportuguêsespañoltürkçei ’ m good ( blue ) lyric [ choru ] i 'm good , yeah , i 'm feelin ' alright babi , i'ma have the best fuckin ' night of my life and wherev it take...",Feeling : Positive
737,I'm Not The Only One - Radio Edit,Sam Smith,I'm Not The Only One,61,"52 contributors30,000 word rap song ( world record ) lyric [ part i ] [ intro 1 ] pleas , thi shit 's so fuckin ' hard helluva beat yeah , ayi , ayi [ vers 1 ] thirty-thousand word in a rap that '...",Feeling : Négative
445,Eyes Closed,Ed Sheeran,Eyes Closed,89,52 contributorstranslationsdeutschportuguês한국어italianoहिन्दीсрпскиey close lyric [ vers 1 ] i know it 's a bad idea but how can i help myself ? been insid for most thi year and i thought a few dri...,Feeling : Positive
524,Eyes Closed,Ed Sheeran,Eyes Closed,89,52 contributorstranslationsdeutschportuguês한국어italianoहिन्दीсрпскиey close lyric [ vers 1 ] i know it 's a bad idea but how can i help myself ? been insid for most thi year and i thought a few dri...,Feeling : Positive
339,Eyes Closed,Ed Sheeran,Eyes Closed,89,52 contributorstranslationsdeutschportuguês한국어italianoहिन्दीсрпскиey close lyric [ vers 1 ] i know it 's a bad idea but how can i help myself ? been insid for most thi year and i thought a few dri...,Feeling : Positive
485,Nonsense,Sabrina Carpenter,emails i can't send,90,"52 contributorstranslationsenglishсрпскиportuguêsenglish한국어nonsens lyric [ intro ] oh-oh , oh-oh , oh-oh ( oh-oh , la-la ) da-ah , ah-ah , ah-ah-ah uh-huh , uh-huh , uh-huh , uh-huh yeah [ vers 1 ...",Feeling : Positive
546,MATHEMATICAL DISRESPECT,Lil Mabu,MATHEMATICAL DISRESPECT,86,"53 contributorsmathemat disrespect lyric [ vers 1 ] like , most of y'all rapper is sign to the street onli deal that you took wa a plea mabu get money while he pee shout out my label , that 's me ...",Feeling : Négative
92,One Headlight,The Wallflowers,Bringing Down The Horse,73,"53 contributorson headlight lyric [ vers 1 ] so long ago , i do n't rememb when that 's when they say i lost my onli friend well they said she die easi of a broken heart diseas as i listen through...",Feeling : Positive
79,Don't Speak,No Doubt,Tragic Kingdom,79,"54 contributorsdon ’ t speak lyric [ vers 1 ] you and me we use to be togeth everi day togeth , alway i realli feel that i 'm lose my best friend i ca n't believ thi could be the end [ pre-choru ]...",Feeling : Négative
615,golden hour,JVKE,this is what falling in love feels like (554Hz),86,"55 contributorstranslationsfrançaisespañolportuguês日本語​golden hour lyric [ vers 1 ] it wa just two lover sittin ' in the car , listen to blond , fallin ' for each other pink and orang sky , feelin...",Feeling : Positive
196,golden hour,JVKE,this is what ____ feels like (Vol. 1-4),90,"55 contributorstranslationsfrançaisespañolportuguês日本語​golden hour lyric [ vers 1 ] it wa just two lover sittin ' in the car , listen to blond , fallin ' for each other pink and orang sky , feelin...",Feeling : Positive
519,Peaches,Jack Black,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),86,"56 contributorstranslationsdeutschdeutschbahasa melayumagyarpeach lyric [ intro ] thi one is for my one and onli true love princess peach [ vers 1 ] peach , you 're so cool and with my star , we '...",Feeling : Positive
595,Peaches,Jack Black,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),86,"56 contributorstranslationsdeutschdeutschbahasa melayumagyarpeach lyric [ intro ] thi one is for my one and onli true love princess peach [ vers 1 ] peach , you 're so cool and with my star , we '...",Feeling : Positive
368,Peaches,Jack Black,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),86,"56 contributorstranslationsdeutschdeutschbahasa melayumagyarpeach lyric [ intro ] thi one is for my one and onli true love princess peach [ vers 1 ] peach , you 're so cool and with my star , we '...",Feeling : Positive
